speed_kmh,payload_kg,ambient_temp_C,hvac_power_kw,road_grade_pct,battery_temp_C,driving_style_index,tire_pressure_bar,trip_distance_km,energy_consumption_kwhper100km
74.1,410.8,-9.9,3.96,6.84,44.8,0.82,2.59,71.0,31.314
72.1,277.2,26.6,1.44,4.39,27.7,0.521,2.13,59.2,23.798
39.1,89.9,27.6,3.85,-1.34,42.8,0.516,2.48,11.8,18.523
67.7,233.9,27.3,2.2,-0.57,36.7,0.278,2.0,56.0,20.564
63.8,484.0,7.3,3.35,3.92,23.7,0.793,2.2,167.9,31.22
87.7,376.5,16.1,2.28,1.21,21.7,0.74,2.13,147.0,26.52
89.9,405.6,8.0,4.74,-3.94,44.9,0.234,2.17,126.3,25.498
25.0,16.4,-9.2,0.9,-3.16,38.2,0.32,2.69,180.9,16.38
61.2,233.9,18.1,3.38,4.69,22.5,0.789,2.73,56.5,26.146
88.8,323.3,-3.8,2.88,-0.73,17.0,0.358,2.6,117.6,26.755
75.3,415.0,-6.0,0.86,1.6,35.9,0.404,2.47,11.1,25.723
114.2,24.6,27.8,0.33,4.97,24.1,0.364,2.18,178.9,23.374
92.5,426.2,-9.5,4.0,4.77,21.6,0.162,2.22,92.3,32.728
37.9,274.2,38.0,0.79,-2.83,37.0,0.341,2.25,39.7,16.381
27.8,98.7,15.8,0.93,-3.72,35.4,0.803,2.62,51.7,15.775
90.7,158.6,39.2,4.89,2.68,29.4,0.491,2.2,170.4,27.762
22.9,141.0,-7.1,3.59,4.64,43.3,0.458,2.78,26.2,23.58
84.4,265.4,19.2,1.25,-3.06,35.4,0.156,2.64,185.4,19.802
123.4,25.8,7.5,2.95,-0.16,41.8,0.178,2.8,77.8,20.332
83.3,79.3,32.2,2.67,6.31,20.7,0.043,2.37,54.0,21.967
62.7,406.3,8.1,4.22,7.27,23.9,0.014,2.47,69.7,27.489
90.8,66.3,3.0,3.65,0.9,18.1,0.488,2.22,84.8,24.082
70.4,116.7,32.9,4.16,-3.97,24.1,0.409,2.48,111.9,21.141
80.0,226.7,8.7,1.06,-1.65,44.2,0.275,2.78,119.4,19.928
123.6,258.6,-9.2,3.2,-1.97,43.9,0.99,2.02,92.3,29.859
62.5,381.8,9.5,0.2,-1.89,37.8,0.398,2.23,92.0,20.302
125.7,223.7,22.7,0.34,1.42,30.6,0.789,2.23,60.6,25.711
119.6,394.9,2.7,3.57,2.58,38.4,0.211,2.79,79.8,28.019
41.5,309.2,11.6,0.12,-3.41,31.6,0.247,2.11,96.1,17.221
27.6,56.5,-7.2,2.9,6.56,15.1,0.568,2.65,121.5,23.778
31.1,78.2,19.4,4.2,3.06,30.0,0.004,2.22,30.5,20.111
22.0,218.5,27.8,1.9,2.76,33.0,0.017,2.69,154.0,18.89
30.4,198.4,10.7,0.22,7.83,23.0,0.142,2.39,137.7,22.05
95.1,371.8,11.0,3.57,3.17,21.1,0.223,2.19,63.3,26.06
27.8,290.4,-5.6,4.65,7.08,23.2,0.528,2.57,94.6,28.321
55.1,194.1,0.1,3.59,-1.28,33.7,0.686,2.67,189.7,24.632
112.9,85.4,-2.3,2.89,-1.88,19.4,0.312,2.38,9.0,23.113
22.6,113.4,14.1,1.15,1.71,36.6,0.239,2.57,163.2,16.514
109.6,287.8,16.5,0.08,1.61,27.7,0.823,2.15,104.8,26.04
51.0,211.7,37.4,3.47,-2.06,25.6,0.163,2.75,125.7,19.122
33.0,257.5,-6.3,1.16,4.1,39.2,0.678,2.08,138.5,25.914
96.6,85.3,20.0,4.29,-4.61,30.2,0.931,2.18,93.9,22.185
89.2,331.5,16.3,2.33,3.98,26.4,0.232,2.23,42.4,26.088
116.5,426.3,15.8,2.65,0.94,41.3,0.087,2.12,182.4,27.267
100.9,129.0,33.7,3.77,3.96,26.0,0.98,2.33,149.3,28.738
108.4,245.8,0.3,3.9,1.2,40.8,0.271,2.37,114.1,26.793
51.0,487.8,-8.0,3.21,7.71,30.1,0.276,2.41,92.4,30.725
39.5,166.6,23.6,4.69,-0.65,21.2,0.484,2.03,102.4,22.451
102.6,297.5,7.3,4.91,7.77,33.4,0.231,2.18,165.6,31.748
108.8,45.1,-9.1,4.73,-4.16,23.6,0.993,2.65,7.4,25.462
129.0,303.0,2.6,4.12,3.89,19.4,0.043,2.65,173.7,31.145
65.4,44.8,5.5,3.53,0.9,17.6,0.451,2.26,14.1,20.762
60.9,479.6,20.8,3.32,5.69,22.3,0.548,2.37,125.1,29.706
105.4,357.8,-1.4,0.52,5.27,37.1,0.467,2.15,70.0,28.406
57.5,394.1,10.7,1.36,5.4,40.1,0.521,2.66,137.3,25.956
122.4,352.1,14.1,0.03,-3.77,40.9,0.988,2.77,21.7,22.606
114.4,294.9,13.0,0.69,5.69,23.1,0.877,2.23,113.5,28.801
67.2,225.0,38.7,2.2,-2.22,34.8,0.308,2.63,171.8,21.13
102.6,429.2,-7.7,0.73,-4.67,21.9,0.551,2.28,101.5,24.723
103.0,478.4,37.5,4.51,-2.17,33.7,0.0,2.0,21.4,26.553
31.3,249.5,19.1,4.03,1.23,41.6,0.41,2.48,12.3,23.522
119.3,465.8,29.8,0.36,4.65,16.2,0.164,2.33,126.1,29.038
75.6,291.7,11.5,1.24,-2.16,44.6,0.711,2.61,18.6,19.576
110.9,269.2,12.7,4.1,-3.53,39.8,0.221,2.6,18.9,20.751
55.2,227.2,34.0,4.02,3.4,37.8,0.749,2.76,88.0,24.83
118.5,104.6,34.8,4.73,7.79,35.7,0.313,2.35,45.9,29.227
62.8,1.9,1.9,4.99,2.81,38.1,0.926,2.39,44.8,24.64
21.2,120.8,-0.0,4.88,3.98,44.8,0.445,2.32,98.8,25.206
119.6,254.9,14.8,2.05,2.3,38.1,0.84,2.24,59.8,26.142
30.0,190.0,35.0,1.25,5.17,25.5,0.628,2.51,47.8,21.741
55.1,224.2,6.1,3.79,7.69,33.4,0.977,2.66,105.3,28.118
124.5,490.3,22.6,1.5,2.07,25.1,0.743,2.13,61.7,30.097
124.6,175.1,25.4,4.03,0.42,44.1,0.728,2.79,20.6,25.806
83.1,226.1,28.9,2.67,6.18,42.0,0.265,2.55,138.1,26.012
89.5,66.8,18.2,3.97,7.61,32.0,0.505,2.62,119.2,26.111
69.3,24.0,10.1,1.38,-3.32,38.4,0.29,2.8,46.4,15.91
52.3,387.7,38.4,2.54,2.52,42.3,0.019,2.4,118.5,23.579
56.2,285.3,20.6,2.82,5.3,22.3,0.711,2.06,191.3,28.595
94.0,380.4,26.4,4.72,1.93,32.4,0.236,2.63,191.5,29.011
102.8,74.9,7.2,1.33,0.32,29.5,0.397,2.7,108.7,20.941
107.1,285.9,23.5,4.68,3.52,38.1,0.285,2.13,24.1,26.714
106.9,126.8,2.9,4.02,-1.49,26.4,0.2,2.02,94.3,24.389
30.0,114.0,2.3,3.65,-0.46,36.3,0.067,2.11,10.3,19.491
74.4,5.8,25.7,3.93,7.9,27.1,0.338,2.26,86.0,23.365
26.3,65.2,16.1,3.03,3.27,18.3,0.082,2.74,182.3,19.057
80.4,154.6,24.2,1.22,6.35,18.2,0.54,2.0,96.2,25.463
68.6,58.4,3.5,0.95,5.5,18.6,0.02,2.64,112.3,18.753
117.6,492.9,19.9,4.33,3.48,16.0,0.94,2.68,35.8,31.432
58.6,154.3,12.2,3.63,5.93,31.0,0.966,2.65,8.1,24.518
32.9,65.2,19.8,1.07,-1.27,35.2,0.305,2.07,198.7,17.093
35.7,99.5,4.5,3.08,3.28,18.8,0.26,2.54,71.0,20.687
103.8,293.9,25.8,2.24,2.68,33.4,0.104,2.76,59.5,23.214
88.0,32.0,30.3,0.79,3.09,32.9,0.905,2.1,116.4,21.691
31.1,431.2,3.0,2.66,-2.81,19.4,0.587,2.03,150.3,25.64
29.3,480.7,5.0,1.41,-1.4,27.1,0.61,2.7,54.0,21.399
97.1,123.4,23.1,0.48,-1.27,37.7,0.896,2.52,107.2,19.447
28.0,225.0,24.8,2.33,2.83,15.5,0.911,2.52,69.9,23.701
110.4,11.1,25.2,2.95,7.64,19.4,0.828,2.77,98.8,26.279
97.7,320.4,24.1,0.23,7.4,44.9,0.773,2.62,36.5,25.01
28.9,207.0,9.6,2.01,-2.05,37.0,0.877,2.32,104.5,20.369
29.3,135.0,9.7,1.29,-1.04,28.9,0.876,2.35,14.2,17.694
128.5,103.4,2.7,0.15,-4.53,33.9,0.369,2.12,168.8,21.338
61.2,327.0,-2.2,0.63,0.18,40.4,0.973,2.24,127.4,24.499
60.8,208.1,24.6,0.7,5.85,40.3,0.709,2.36,188.6,23.78
109.4,89.8,-5.3,0.91,6.9,24.7,0.37,2.21,121.9,26.404
124.2,344.6,36.9,4.02,-1.93,29.7,0.442,2.73,40.5,25.28
128.5,282.5,31.3,2.2,-1.54,34.1,0.687,2.01,99.4,29.049
102.9,429.3,32.9,0.74,-2.13,17.2,0.361,2.47,134.6,23.419
61.4,58.7,35.3,0.5,-0.45,43.4,0.827,2.62,78.0,17.141
29.2,392.8,10.4,1.49,5.46,28.0,0.148,2.59,112.8,23.603
105.5,336.8,32.3,3.99,3.41,26.1,0.908,2.51,36.7,29.584
81.4,57.5,-2.1,1.82,5.22,42.2,0.301,2.33,156.5,24.165
66.7,347.4,-8.9,0.8,2.58,18.5,0.153,2.73,182.4,25.097
119.7,220.8,29.2,2.02,-1.65,16.2,0.858,2.26,66.4,24.789
32.2,472.5,-6.3,2.78,-2.04,35.6,0.239,2.6,159.7,23.943
74.2,70.8,39.4,0.15,-4.88,26.6,0.843,2.74,22.9,17.635
21.2,321.4,23.7,3.14,5.15,37.9,0.296,2.1,53.1,22.971
71.6,191.0,27.7,1.98,6.01,17.1,0.934,2.76,95.1,26.584
26.2,478.4,2.3,0.05,4.99,26.5,0.219,2.62,80.3,23.088
33.1,165.0,23.7,3.37,-4.03,22.1,0.07,2.49,125.8,17.092
32.9,481.1,-7.8,3.56,4.91,37.2,0.937,2.3,114.8,30.308
91.4,450.7,31.9,3.14,-4.41,21.8,0.166,2.72,22.0,24.039
102.1,135.2,-1.5,1.71,-3.63,28.7,0.944,2.04,30.7,23.449
84.2,401.8,24.9,2.65,0.73,39.6,0.824,2.35,15.1,25.58
125.8,497.8,1.2,1.94,1.19,42.5,0.082,2.61,190.8,30.177
61.2,126.3,-6.6,3.5,5.61,36.7,0.445,2.65,130.8,26.585
51.4,218.4,14.1,2.92,3.83,27.9,0.073,2.16,171.8,23.5
115.5,260.1,-1.5,0.41,-3.01,32.2,0.33,2.04,110.5,23.442
44.6,147.5,26.5,3.22,-2.06,35.7,0.352,2.64,42.8,17.331
126.0,7.6,1.9,3.44,-1.29,41.2,0.6,2.34,127.2,25.417
21.3,110.1,7.1,1.85,-3.39,41.7,0.976,2.11,103.5,17.26
126.7,141.0,18.4,4.38,-1.26,42.9,0.17,2.07,84.6,23.372
24.7,221.8,4.2,4.22,4.47,39.3,0.329,2.51,77.5,22.7
118.0,85.6,8.9,0.88,-1.86,19.4,0.587,2.47,131.8,21.927
78.0,436.6,30.8,4.52,5.86,37.4,0.171,2.68,125.5,28.355
129.2,352.5,-1.0,2.2,1.1,39.4,0.711,2.03,34.6,27.798
28.1,42.6,-5.9,3.62,-0.8,41.3,0.404,2.69,164.2,22.315
80.9,325.0,6.4,4.07,0.36,42.7,0.95,2.71,129.0,27.668
126.6,326.8,11.2,2.53,4.22,30.3,0.63,2.36,109.5,28.867
77.5,478.1,17.1,2.0,1.72,34.7,0.363,2.06,151.0,26.721
89.2,1.5,8.6,4.58,-4.91,15.3,0.719,2.76,35.0,20.479
96.5,124.0,29.5,1.15,6.99,32.2,0.839,2.06,184.3,26.841
70.0,463.9,-8.0,1.28,-4.14,29.2,0.8,2.47,57.8,25.409
89.0,466.1,11.6,1.81,7.2,43.9,0.263,2.39,56.2,27.665
84.3,360.3,9.1,4.3,-4.63,42.1,0.417,2.67,163.9,24.404
119.1,382.9,22.4,4.69,5.02,38.9,0.452,2.4,70.1,30.549
25.0,45.7,38.3,1.1,1.95,16.7,0.388,2.38,167.0,19.202
50.9,256.9,15.5,4.32,1.57,27.1,0.311,2.7,69.0,22.493
124.5,115.8,39.3,1.29,-4.05,35.9,0.753,2.77,112.4,21.423
117.9,90.6,5.1,4.85,-1.9,15.9,0.012,2.44,50.0,22.611
70.1,405.2,-8.5,2.99,5.11,22.1,0.294,2.36,147.6,29.474
88.2,67.5,-1.7,0.04,6.59,41.6,0.142,2.66,37.6,21.047
50.5,234.3,9.8,0.17,1.88,18.9,0.129,2.66,180.4,19.418
40.7,469.3,5.8,0.74,-0.41,16.5,0.277,2.26,77.5,22.899
71.0,92.9,-5.1,0.94,-4.22,32.4,0.762,2.46,97.0,19.784
58.9,489.0,11.6,3.84,3.87,43.4,0.969,2.12,9.7,28.375
84.2,497.1,6.9,1.11,-1.38,40.0,0.515,2.51,195.3,24.984
28.6,277.8,-3.9,4.85,-4.28,44.2,0.339,2.67,163.6,22.046
127.2,85.1,4.8,3.18,3.66,37.6,0.829,2.15,92.2,29.451
128.5,158.1,34.3,3.46,1.31,28.1,0.067,2.26,184.5,25.771
96.8,212.2,5.1,1.09,-4.84,43.4,0.093,2.36,186.6,20.011
79.0,154.7,25.7,4.46,-3.56,27.8,0.345,2.68,108.9,21.232
54.0,140.3,20.6,3.34,4.09,25.5,0.448,2.59,50.6,22.362
109.5,486.1,11.4,4.32,-4.17,28.4,0.798,2.25,100.0,27.519
95.3,76.7,2.0,4.78,6.26,39.4,0.925,2.19,68.3,29.717
37.9,366.7,8.5,0.63,-0.95,42.5,0.531,2.56,92.4,18.233
120.2,0.2,19.6,0.48,-3.85,25.7,0.496,2.38,182.7,18.625
110.5,298.1,7.5,4.02,4.88,28.9,0.213,2.47,60.0,27.479
124.5,458.0,0.7,4.33,1.82,41.9,0.451,2.52,168.6,31.708
99.8,144.0,-4.2,2.92,-1.01,16.4,0.924,2.45,187.4,27.526
87.5,92.8,34.0,1.83,0.28,38.5,0.393,2.49,162.0,22.297
66.0,325.8,12.0,3.26,-4.72,28.6,0.211,2.71,107.8,20.621
122.6,356.3,21.3,1.53,3.62,26.3,0.337,2.69,115.0,26.95
115.3,344.0,14.5,1.19,-0.24,28.4,0.515,2.12,164.8,25.652
25.0,159.7,33.6,2.44,4.28,27.6,0.599,2.47,13.7,20.784
22.9,126.1,17.3,1.08,3.17,37.7,0.432,2.35,148.5,18.21
61.4,478.0,14.0,2.42,3.47,42.8,0.759,2.23,108.1,25.576
109.2,461.6,36.2,4.78,5.31,29.7,0.584,2.5,82.4,31.267
128.6,228.7,26.0,4.2,3.21,40.0,0.665,2.41,154.6,30.34
36.5,423.1,-4.4,4.71,0.44,37.0,0.863,2.62,56.9,27.0
85.4,226.2,-1.1,4.03,0.07,24.9,0.866,2.07,179.6,28.338
61.9,212.2,29.4,1.77,-3.45,32.6,0.204,2.24,139.3,19.532
126.7,78.4,31.8,4.06,5.13,35.0,0.623,2.02,124.0,26.633
112.6,213.2,17.3,4.61,4.89,15.7,0.717,2.6,107.0,29.172
112.2,268.7,17.7,4.74,-1.8,26.9,0.146,2.73,46.5,23.029
71.6,11.3,21.6,3.42,6.21,44.8,0.843,2.47,125.3,24.728
65.6,222.1,12.0,1.06,2.66,34.1,0.18,2.49,146.4,21.441
50.1,390.7,24.0,0.2,1.22,25.0,0.799,2.04,7.3,22.954
26.2,340.0,-4.6,0.74,-4.77,22.5,0.161,2.4,76.5,19.652
115.1,317.6,38.1,4.83,-0.02,21.3,0.742,2.42,167.3,30.646
109.4,454.8,27.5,2.31,3.33,27.0,0.148,2.03,128.3,28.428
130.0,9.0,21.6,4.27,-3.83,20.8,0.379,2.63,125.0,24.299
129.6,278.5,5.8,2.33,0.97,19.1,0.144,2.22,49.6,24.219
81.1,393.7,-2.0,3.3,7.91,25.9,0.271,2.58,128.3,32.313
104.6,270.7,10.5,0.12,4.32,33.2,0.985,2.32,158.3,28.265
123.9,161.9,23.1,1.25,2.11,19.4,0.108,2.8,83.3,22.373
113.5,68.1,21.7,2.18,1.93,16.3,0.406,2.17,40.5,22.581
47.2,443.8,9.1,3.15,-4.43,16.0,0.677,2.05,20.1,22.387
69.6,235.4,20.7,0.86,7.45,23.0,0.095,2.78,103.6,22.508
34.2,439.1,30.7,3.82,7.07,20.7,0.109,2.2,138.4,28.318
124.9,292.9,-8.7,1.82,3.87,31.2,0.143,2.51,36.7,26.088
86.7,337.1,12.5,4.09,-3.71,28.7,0.645,2.3,87.2,26.113
45.2,402.1,27.9,0.49,-2.3,24.7,0.909,2.51,115.9,21.667
93.9,329.6,17.3,3.4,-2.61,40.0,0.826,2.48,35.4,25.191
88.0,199.0,22.6,1.47,1.75,30.1,0.983,2.57,57.6,22.755
59.4,256.8,15.8,3.98,-2.3,17.7,0.578,2.01,123.6,24.204
32.5,401.5,39.6,2.01,4.05,23.9,0.961,2.67,146.4,26.971
93.9,186.8,-7.3,3.33,2.09,44.2,0.305,2.38,129.0,26.988
77.2,194.1,14.6,4.67,-4.77,44.3,0.422,2.42,144.2,20.876
105.0,47.8,-5.4,0.1,4.67,22.6,0.396,2.33,118.4,24.239
77.2,457.3,-2.0,0.06,-2.55,20.0,0.047,2.79,168.0,21.452
113.7,45.5,9.2,3.85,5.72,29.9,0.83,2.64,166.2,28.655
80.7,324.1,-2.2,3.23,-0.38,29.4,0.025,2.25,160.3,26.445
81.7,206.6,38.2,1.46,-0.6,27.3,0.73,2.63,117.2,22.899
116.4,202.8,37.3,2.47,-4.85,30.9,0.407,2.35,198.9,21.133
64.4,339.8,6.8,0.21,7.84,22.0,0.006,2.7,12.6,23.853
34.7,33.5,22.0,0.96,2.96,18.4,0.29,2.02,43.2,17.934
23.2,296.9,16.7,2.12,0.5,32.1,0.346,2.28,162.7,18.765
103.1,386.0,30.8,4.17,-3.74,43.0,0.965,2.34,166.1,26.168
88.2,414.1,21.4,2.4,4.09,19.1,0.661,2.6,164.7,27.725
97.4,85.3,-10.0,2.93,-1.32,36.1,0.544,2.15,175.2,25.756
43.4,448.7,28.2,4.37,7.85,28.1,0.127,2.23,87.4,27.192
35.0,328.1,27.3,1.54,7.36,23.8,0.391,2.58,186.7,24.194
21.6,440.9,15.5,3.5,4.56,40.6,0.036,2.06,45.8,24.379
58.6,242.6,35.1,4.31,7.62,28.7,0.762,2.16,187.7,30.77
84.9,271.0,35.4,1.01,-3.63,32.5,0.163,2.6,113.6,20.092
63.1,459.5,16.2,1.78,-1.36,28.3,0.594,2.7,37.0,21.275
68.1,450.0,20.4,4.9,-1.71,17.4,0.699,2.58,148.5,28.091
119.5,224.1,39.8,4.92,-4.06,32.8,0.367,2.42,62.7,24.446
58.3,137.2,4.9,1.12,7.64,27.6,0.633,2.08,48.0,25.902
76.5,196.6,6.2,0.33,-4.22,17.6,0.764,2.66,38.6,19.141
106.2,193.9,-0.9,1.35,6.14,32.9,0.184,2.1,10.7,26.734
63.6,143.4,34.8,1.99,4.99,15.3,0.601,2.31,154.1,25.174
88.4,134.3,27.2,2.21,-0.11,21.3,0.734,2.04,99.9,23.667
114.9,430.5,-4.7,3.09,-4.76,38.4,0.357,2.57,195.9,27.09
124.4,34.9,39.1,4.5,-4.92,16.1,0.162,2.4,90.7,23.053
36.2,338.8,26.5,1.65,-2.35,34.4,0.286,2.73,169.5,20.0
121.9,86.4,32.5,4.25,1.42,43.5,0.933,2.11,193.8,28.058
74.1,172.3,-7.6,0.47,0.95,20.1,0.357,2.66,9.4,21.163
48.4,30.8,15.2,0.21,2.61,27.5,0.108,2.41,25.5,15.36
70.5,135.0,24.9,2.52,5.04,32.3,0.083,2.29,72.8,22.638
127.8,384.2,17.1,0.3,-0.09,28.5,0.18,2.51,174.7,24.941
74.2,442.5,23.3,1.96,-2.92,33.6,0.128,2.63,168.4,22.18
56.2,110.8,30.9,4.48,5.4,27.1,0.495,2.35,76.5,24.253
89.7,231.8,8.7,1.21,-0.68,19.5,0.348,2.19,44.0,22.663
46.4,235.2,32.4,3.53,-1.27,17.7,0.841,2.73,161.5,22.076
28.3,436.8,-1.9,1.51,4.94,37.3,0.881,2.25,121.4,28.224
34.2,381.4,3.5,0.22,7.14,22.2,0.473,2.8,11.2,24.221
34.1,256.5,-7.8,2.78,6.89,40.4,0.889,2.61,161.8,28.253
36.7,335.4,8.2,4.17,-3.21,37.3,0.45,2.55,191.6,21.156
35.3,423.7,9.0,2.05,1.54,16.5,0.642,2.01,13.2,24.284
90.5,4.8,30.3,3.09,-3.79,21.0,0.163,2.36,60.7,18.949
40.0,201.4,22.7,4.5,7.49,23.8,0.053,2.4,164.8,26.626
58.0,453.6,11.8,3.95,-2.2,32.8,0.16,2.3,119.0,24.076
118.6,370.2,22.6,0.97,-2.43,39.3,0.252,2.12,197.9,23.731
72.1,271.4,-7.4,3.67,6.56,16.8,0.751,2.29,183.5,32.564
93.4,264.8,-1.0,2.51,7.58,22.5,0.174,2.06,39.8,28.702
39.0,173.9,21.3,3.73,4.07,26.3,0.131,2.23,136.4,22.849
41.2,260.3,22.1,2.47,-3.43,20.5,0.928,2.07,132.4,21.314
24.5,327.7,28.7,0.64,1.32,31.4,0.689,2.6,26.6,20.256
38.6,209.2,10.1,2.85,5.62,29.3,0.473,2.54,22.5,22.867
50.6,357.1,26.1,2.46,2.44,24.5,0.095,2.75,116.0,24.274
39.5,430.6,24.2,2.59,-3.28,30.5,0.852,2.3,83.6,22.829
29.8,77.3,38.2,4.39,-2.77,25.7,0.108,2.63,111.4,19.3
33.3,225.8,0.8,4.47,6.23,25.3,0.611,2.47,51.6,27.712
70.7,204.0,17.6,2.27,1.85,23.0,0.668,2.52,113.5,23.44
42.7,343.7,20.1,2.28,4.18,31.2,0.4,2.44,79.8,24.462
60.1,124.9,39.9,2.58,-0.15,28.3,0.911,2.62,178.1,22.537
75.4,320.1,0.1,2.6,1.92,20.9,0.051,2.03,64.7,24.845
95.9,438.7,16.2,4.75,7.7,15.4,0.818,2.06,174.8,34.342
24.3,209.1,7.3,3.25,-0.71,19.5,0.554,2.08,81.0,21.17
107.9,455.5,16.3,1.39,3.77,16.3,0.611,2.23,117.7,27.478
89.1,496.6,1.6,2.66,-2.76,27.9,0.987,2.47,60.8,29.133
29.0,53.0,-7.6,3.14,-3.42,21.8,0.583,2.52,162.8,20.366
116.1,116.5,18.6,3.2,5.19,27.6,0.797,2.57,169.5,28.774
121.3,475.2,6.8,2.93,5.97,24.9,0.154,2.22,162.8,31.86
26.7,479.2,-0.9,0.89,3.69,31.1,0.809,2.52,129.8,26.104
50.5,48.9,6.2,0.17,-2.94,36.7,0.761,2.09,64.4,15.852
108.7,7.5,-7.5,1.69,-1.87,29.4,0.968,2.01,129.1,24.402
102.3,80.6,37.5,2.14,6.85,16.9,0.936,2.56,192.1,28.263
40.3,498.0,19.1,0.31,-1.25,15.5,0.214,2.57,131.4,20.482
43.0,90.0,30.7,4.07,5.65,21.4,0.465,2.5,191.5,23.623
60.8,251.3,11.2,1.72,-1.28,27.7,0.911,2.21,64.4,21.539
73.3,424.2,35.2,4.57,7.21,16.3,0.641,2.74,170.0,32.041
88.0,10.2,14.2,0.77,6.89,24.8,0.464,2.7,145.1,23.131
60.6,302.2,18.7,0.28,-4.44,41.6,0.109,2.41,164.7,16.36
70.9,138.5,14.6,2.41,5.02,17.7,0.352,2.79,143.6,22.572
102.2,431.2,26.7,0.95,-2.8,43.5,0.665,2.24,98.7,24.126
24.0,141.7,18.3,4.69,-2.2,40.7,0.777,2.39,138.9,20.743
47.8,343.4,3.6,0.05,0.98,40.0,0.447,2.74,186.8,21.29
98.5,337.1,-2.7,2.06,2.49,40.9,0.056,2.37,86.4,26.537
118.5,110.7,20.3,4.63,-0.76,17.4,0.633,2.38,190.6,26.911
76.3,17.4,14.5,1.92,2.48,19.5,0.922,2.06,14.6,20.838
78.5,204.6,-5.2,0.47,-2.78,19.0,0.496,2.17,7.8,20.5
31.8,144.6,9.8,1.51,-4.71,18.3,0.928,2.13,101.3,17.073
69.2,404.5,15.7,2.49,2.43,24.8,0.354,2.45,170.5,25.587
78.6,400.2,31.3,0.93,1.73,39.9,0.886,2.25,53.3,23.987
46.7,228.5,-6.2,2.33,3.97,22.6,0.786,2.06,140.2,26.021
49.6,303.3,7.4,4.18,3.45,22.3,0.962,2.41,111.6,26.001
61.5,302.1,31.1,4.36,6.67,35.3,0.791,2.54,61.7,29.601
22.2,413.6,22.4,0.25,0.97,17.9,0.321,2.59,60.7,18.568
55.4,212.5,4.5,0.8,-4.89,25.8,0.901,2.67,19.3,18.18
43.3,137.7,32.3,1.38,3.2,23.9,0.67,2.39,109.6,21.495
56.0,132.5,14.7,2.97,3.78,40.4,0.162,2.31,92.8,21.307
33.2,268.1,14.9,1.8,1.78,30.4,0.046,2.55,61.4,19.434
118.0,224.6,38.8,4.22,3.96,34.4,0.366,2.01,194.2,29.895
85.3,220.1,37.4,3.58,-0.79,18.9,0.787,2.51,164.6,25.512
94.7,45.6,7.9,0.5,-3.07,42.9,0.618,2.32,107.4,18.673
106.8,359.3,-3.0,3.12,3.64,24.7,0.527,2.36,106.7,30.619
74.8,106.9,6.3,0.57,-1.81,36.2,0.004,2.24,42.8,16.673
29.6,98.5,-8.5,1.28,0.93,43.6,0.436,2.1,131.6,21.46
79.1,206.4,-9.0,0.89,1.39,30.3,0.158,2.32,191.0,23.802
84.6,113.9,9.8,0.87,1.2,30.2,0.455,2.25,180.2,21.44
102.0,291.9,37.1,3.08,2.78,18.5,0.992,2.77,21.5,26.811
67.5,185.7,33.6,2.82,-4.62,26.7,0.88,2.75,15.4,19.658
34.0,224.5,15.6,0.88,7.87,40.6,0.311,2.52,192.4,22.134
51.2,268.6,18.3,4.95,4.31,19.1,0.594,2.72,44.0,26.549
59.9,101.8,-9.7,2.11,0.53,42.5,0.502,2.6,112.3,21.308
91.1,77.9,0.8,0.49,-2.51,35.0,0.13,2.28,19.6,17.359
82.8,440.2,-8.8,0.6,-3.96,27.6,0.99,2.48,169.4,26.456
59.2,216.9,27.7,2.92,3.74,31.4,0.425,2.18,28.0,23.594
128.5,206.0,-2.7,4.9,-0.88,19.5,0.506,2.55,130.5,28.202
86.6,17.8,33.5,2.86,-2.02,21.5,0.648,2.04,16.0,20.602
46.1,249.0,22.2,4.75,-0.06,23.6,0.192,2.67,35.6,21.375
31.2,277.1,1.5,2.22,2.71,26.5,0.222,2.47,104.9,23.102
36.8,279.4,-2.1,2.18,3.73,42.5,0.193,2.05,13.9,22.114
47.1,353.5,21.4,2.5,3.39,26.0,0.384,2.7,43.1,21.899
37.7,88.7,35.0,3.49,6.22,30.7,0.2,2.7,31.6,21.508
40.5,126.1,25.9,1.84,-2.16,19.9,0.926,2.68,12.9,17.228
51.4,405.4,7.4,4.32,3.28,37.1,0.714,2.62,194.3,27.776
39.1,473.6,19.4,0.15,-3.69,31.8,0.898,2.54,92.8,20.519
118.6,68.0,5.5,2.2,2.12,28.2,0.848,2.32,172.5,27.012
28.8,248.8,40.0,2.55,2.59,43.4,0.703,2.11,74.9,21.857
77.7,107.1,27.4,3.04,-2.19,41.7,0.243,2.23,13.3,18.411
65.1,30.0,20.7,1.38,0.09,34.8,0.615,2.28,140.7,19.465
128.1,162.8,11.2,2.14,5.75,42.7,0.186,2.29,12.6,24.317
32.3,71.8,20.9,2.42,-3.07,31.9,0.132,2.45,112.8,15.302
63.8,355.0,7.1,3.43,0.65,39.8,0.633,2.17,32.1,25.541
126.6,266.9,-8.6,3.87,7.13,27.3,0.625,2.15,135.8,34.221
115.2,71.9,9.8,3.69,1.55,17.6,0.157,2.57,179.1,24.076
109.9,4.6,36.5,1.71,4.43,44.8,0.352,2.01,191.4,24.941
48.4,404.1,21.3,5.0,5.75,20.0,0.066,2.12,107.9,27.451
